Page,Street,Block,Sector,Street Number,Address,Tree No.,Species,Year Planted,Height (1961),Height (1967),Height (1971),Height (1972),Height (1977),Height (1981),Height (1982),Height (1983),Height (1984),Height (1985),Height (1986),Height (1987),Height (1988),Height (1989),Height (1990),Height (1991),Height (1992),Height (1993),Height (1997),Diameter (1961),Diameter (1967),Diameter (1971),Diameter (1972),Diameter (1977),Diameter (1981),Diameter (1982),Diameter (1983),Diameter (1984),Diameter (1985),Diameter (1986),Diameter (1987),Diameter (1988),Diameter (1989),Diameter (1990),Diameter (1991),Diameter (1992),Diameter (1993),Diameter (1997)
35,2nd Avenue North,5034-5354,NW-15,5068,5068 2nd Avenue North,3,Fraxinus pennsylvanica,,,,,,,12,,,,,,16,,,,,,,,,,,,,8,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5068,5068 2nd Avenue North,4,Fraxinus pennsylvanica,,,,,,,11,,,,,,15,,,,,,,,,,,,,7,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5068,5068 2nd Avenue North,5,Ulmus americana,,,,,,,14,,,,,,20,,,,,,,,,,,,,8,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5068,5068 2nd Avenue North,6,Ulmus americana,,,,,,,16,,,,,,18,,,,,,,,,,,,,14,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5128,5128 2nd Avenue North,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5128,5128 2nd Avenue North,2,Sorbus aucuparia,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5144,5144 2nd Avenue North,1,Picea glauca,,,,,,,8,,,,,,16,,,,,,,,,,,,,4,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5144,5144 2nd Avenue North,2,Picea glauca,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5160,5160 2nd Avenue North,1,Picea glauca,,,,,,,2,,,,,,4,,,,,,,,,,,,,2,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5160,5160 2nd Avenue North,2,Picea glauca,,,,,,,4,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5176,5176 2nd Avenue North,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5176,5176 2nd Avenue North,2,Fraxinus pennsylvanica,,,,,,,13,,,,,,15,,,,,,,,,,,,,11,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5218,5218 2nd Avenue North,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5218,5218 2nd Avenue North,2,Fraxinus pennsylvanica,,,,,,,12,,,,,,16,,,,,,,,,,,,,9,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5234,5234 2nd Avenue North,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5234,5234 2nd Avenue North,2,Fraxinus pennsylvanica,fall 86 (551),,,,,,7,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5250,5250 2nd Avenue North,1,Fraxinus pennsylvanica,,,,,,,16,,,,,,21,,,,,,,,,,,,,15,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5250,5250 2nd Avenue North,2,Fraxinus pennsylvanica,,,,,,,13,,,,,,17,,,,,,,,,,,,,7,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5272,5272 2nd Avenue North,1,Picea glauca,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5272,5272 2nd Avenue North,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5302,5302 2nd Avenue North,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5302,5302 2nd Avenue North,2,Fraxinus pennsylvanica,,,,,,,14,,,,,,18,,,,,,,,,,,,,12,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5306,5306 2nd Avenue North,1,Fraxinus pennsylvanica,,,,,,,12,,,,,,17,,,,,,,,,,,,,10,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5306,5306 2nd Avenue North,2,Fraxinus pennsylvanica,,,,,,,16,,,,,,18,,,,,,,,,,,,,14,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5310,5310 2nd Avenue North,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5310,5310 2nd Avenue North,2,Fraxinus pennsylvanica,,,,,,,15,,,,,,17,,,,,,,,,,,,,11,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5318,5318 2nd Avenue North,1,Fraxinus pennsylvanica,,,,,,,17,,,,,,18,,,,,,,,,,,,,16,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5318,5318 2nd Avenue North,2,Fraxinus pennsylvanica,,,,,,,12,,,,,,16,,,,,,,,,,,,,8,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5326,5326 2nd Avenue North,1,Sorbus aucuparia,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5326,5326 2nd Avenue North,2,Picea pungens,,,,,,,3,,,,,,12,,,,,,,,,,,,,2,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5326,5326 2nd Avenue North,3,Cotoneaster,,,,,,,2,,,,,,4,,,,,,,,,,,,,1,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5354,5354 2nd Avenue North,1,Fraxinus pennsylvanica,,,,,,,17,,,,,,19,,,,,,,,,,,,,10,,,,,,,,,,,,,
35,2nd Avenue North,5034-5354,NW-15,5354,5354 2nd Avenue North,2,Fraxinus pennsylvanica,,,,,,,15,,,,,,17,,,,,,,,,,,,,9,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4301,4301 2nd Avenue North,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4301,4301 2nd Avenue North,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4301,4301 2nd Avenue North,3,Caragana arborescens,,,,,,,7,,,6,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4301,4301 2nd Avenue North,4,Caragana arborescens,,,,,,,6,,,5,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4301,4301 2nd Avenue North,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4405,4405 2nd Avenue North,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4405,4405 2nd Avenue North,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4405,4405 2nd Avenue North,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4405,4405 2nd Avenue North,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4405,4405 2nd Avenue North,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4735,4735 2nd Avenue North,1,Fraxinus pennsylvanica,,,,,,,22,,,25,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4735,4735 2nd Avenue North,2,Acer negundo,,,,,,,16,,,18,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4735,4735 2nd Avenue North,3,Acer negundo,,,,,,,18,,,18,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4735,4735 2nd Avenue North,4,Acer negundo,,,,,,,21,,,22,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4735,4735 2nd Avenue North,5,Acer negundo,,,,,,,22,,,22,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4735,4735 2nd Avenue North,6,Acer negundo,,,,,,,19,,,21,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4735,4735 2nd Avenue North,7,Acer negundo,,,,,,,21,,,21,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4735,4735 2nd Avenue North,8,Acer negundo,,,,,,,19,,,20,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,
36,2nd Avenue North,4301-4735,14 NW 14,4735,4735 2nd Avenue North,9,Acer negundo,,,,,,,23,,,23,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4230,4230 2ND AVENUE NORTH,1,Acer negundo,,,,,,,6,,,,,,10,,,,,,,,,,,,,3,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4230,4230 2ND AVENUE NORTH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4230,4230 2ND AVENUE NORTH,3,Ulmus laciniata,,,,,,,4,,,,,,14,,,,,,,,,,,,,1,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4238,4238 2ND AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4238,4238 2ND AVENUE NORTH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4246,4246 2ND AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4248,4248 2ND AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4300,4300 2ND AVENUE NORTH,1,Picea pungens,,,,,,,18,,,,,,23,,,,,,,,,,,,,13,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4300,4300 2ND AVENUE NORTH,2,Picea glauca,,,,,,,20,,,,,,23,,,,,,,,,,,,,13,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4300,4300 2ND AVENUE NORTH,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4312,4312 2ND AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4312,4312 2ND AVENUE NORTH,2,Picea glauca,,,,,,,12,,,,,,21,,,,,,,,,,,,,7,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4316,4316 2ND AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4316,4316 2ND AVENUE NORTH,2,Picea glauca,,,,,,,10,,,,,,21,,,,,,,,,,,,,5,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4318,4318 2ND AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4318,4318 2ND AVENUE NORTH,2,Picea glauca,,,,,,,24,,,,,,26,,,,,,,,,,,,,19,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4320,4320 2ND AVENUE NORTH,1,Picea glauca,,,,,,,15,,,,,,22,,,,,,,,,,,,,7,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4320,4320 2ND AVENUE NORTH,2,Picea glauca,,,,,,,15,,,,,,21,,,,,,,,,,,,,8,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4320,4320 2ND AVENUE NORTH,3,Picea glauca,,,,,,,14,,,,,,20,,,,,,,,,,,,,6,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4324,4324 2ND AVENUE NORTH,1,Picea glauca,,,,,,,9,,,,,,17,,,,,,,,,,,,,6,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4324,4324 2ND AVENUE NORTH,2,Picea glauca,,,,,,,19,,,,,,23,,,,,,,,,,,,,9,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4360,4360 2ND AVENUE NORTH,1,Fraxinus pennsylvanica,,,,,,,14,,,,,,20,,,,,,,,,,,,,7,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4362,4362 2ND AVENUE NORTH,1,Cotoneaster,,,,,,,4,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4362,4362 2ND AVENUE NORTH,2,Fraxinus pennsylvanica,,,,,,,16,,,,,,21,,,,,,,,,,,,,6,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4402,4402 2ND AVENUE NORTH,1,Fraxinus pennsylvanica,,,,,,,22,,,,,,25,,,,,,,,,,,,,14,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4402,4402 2ND AVENUE NORTH,2,Fraxinus pennsylvanica,,,,,,,20,,,,,,23,,,,,,,,,,,,,10,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4402,4402 2ND AVENUE NORTH,3,Ulmus americana,,,,,,,23,,,,,,25,,,,,,,,,,,,,24,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4408,4408 2ND AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4408,4408 2ND AVENUE NORTH,2,Prunus virginiana,,,,,,,11,,,,,,20,,,,,,,,,,,,,4,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4412,4412 2ND AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4412,4412 2ND AVENUE NORTH,2,Cornus sericea,,,,,,,7,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4416,4416 2ND AVENUE NORTH,1,Picea glauca,,,,,,,20,,,,,,20,,,,,,,,,,,,,9,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4416,4416 2ND AVENUE NORTH,2,Picea glauca,,,,,,,22,,,,,,23,,,,,,,,,,,,,15,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4420,4420 2ND AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4420,4420 2ND AVENUE NORTH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4426,4426 2ND AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4430,4430 2ND AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4436,4436 2ND AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4436,4436 2ND AVENUE NORTH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4458,4458 2ND AVENUE NORTH,1,Fraxinus pennsylvanica,,,,,,,13,,,,,,17,,,,,,,,,,,,,6,,,,,,,,,,,,,
37,2ND AVENUE NORTH,4230 - 4458,NW 14,4458,4458 2ND AVENUE NORTH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4460,4460 2ND AVENUE NORTH,1,Fraxinus pennsylvanica,,,,,,,15,,,,,,18,,,,,,,,,,,,,6,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4500,4500 2ND AVENUE NORTH,1,Picea pungens,,,,,,,24,,,,,,26,,,,,,,,,,,,,16,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4500,4500 2ND AVENUE NORTH,2,Picea pungens,,,,,,,25,,,,,,25,,,,,,,,,,,,,23,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4506,4506 2ND AVENUE NORTH,1,Syringa vulgaris,,,,,,,7,,,,,,8,,,,,,,,,,,,,3,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4506,4506 2ND AVENUE NORTH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4510,4510 2ND AVENUE NORTH,1,Picea pungens,,,,,,,26,,,,,,26,,,,,,,,,,,,,18,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4510,4510 2ND AVENUE NORTH,2,Picea pungens,,,,,,,25,,,,,,25,,,,,,,,,,,,,18,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4514,4514 2ND AVENUE NORTH,1,Picea pungens,,,,,,,25,,,,,,26,,,,,,,,,,,,,22,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4514,4514 2ND AVENUE NORTH,2,Picea pungens,,,,,,,25,,,,,,26,,,,,,,,,,,,,23,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4516,4516 2ND AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4516,4516 2ND AVENUE NORTH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4518,4518 2ND AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4518,4518 2ND AVENUE NORTH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4520,4520 2ND AVENUE NORTH,1,Prunus tenella,,,,,,,6,,,,,,10,,,,,,,,,,,,,1,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4520,4520 2ND AVENUE NORTH,2,Acer negundo,,,,,,,12,,,,,,20,,,,,,,,,,,,,4,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4590,4590 2ND AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4590,4590 2ND AVENUE NORTH,2,Prunus virginiana,,,,,,,6,,,,,,8,,,,,,,,,,,,,2,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4592,4592 2ND AVENUE NORTH,1,Picea glauca,,,,,,,11,,,,,,13,,,,,,,,,,,,,7,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4592,4592 2ND AVENUE NORTH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4596,4596 2ND AVENUE NORTH,1,Elaeagnus angustifolia,,,,,,,6,,,,,,16,,,,,,,,,,,,,2,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4596,4596 2ND AVENUE NORTH,2,Fraxinus pennsylvanica,,,,,,,10,,,,,,16,,,,,,,,,,,,,4,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4600,4600 2ND AVENUE NORTH,1,removed,,,,,,,16,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4606,4606 2ND AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4608,4608 2ND AVENUE NORTH,1,Picea pungens,,,,,,,15,,,,,,21,,,,,,,,,,,,,10,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4608,4608 2ND AVENUE NORTH,2,Picea pungens,,,,,,,14,,,,,,20,,,,,,,,,,,,,8,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4610,4610 2ND AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4616,4616 2ND AVENUE NORTH,1,removed,,,,,,,18,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4620,4620 2ND AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4700,4700 2ND AVENUE NORTH,1,Picea glauca,,,,,,,3,,,,,,16,,,,,,,,,,,,,1,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4700,4700 2ND AVENUE NORTH,2,Picea glauca,,,,,,,12,,,,,,20,,,,,,,,,,,,,7,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4700,4700 2ND AVENUE NORTH,3,Picea glauca,,,,,,,18,,,,,,21,,,,,,,,,,,,,10,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4700,4700 2ND AVENUE NORTH,4,Syringa vulgaris,,,,,,,6,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4720,4720 2ND AVENUE NORTH,1,Acer negundo,,,,,,,10,,,,,,17,,,,,,,,,,,,,3,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4720,4720 2ND AVENUE NORTH,2,Fraxinus pennsylvanica,,,,,,,18,,,,,,21,,,,,,,,,,,,,9,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4720,4720 2ND AVENUE NORTH,3,Acer negundo,,,,,,,17,,,,,,22,,,,,,,,,,,,,9,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4720,4720 2ND AVENUE NORTH,4,Prunus virginiana,,,,,,,16,,,,,,16,,,,,,,,,,,,,5,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4720,4720 2ND AVENUE NORTH,5,Picea glauca,,,,,,,3,,,,,,4,,,,,,,,,,,,,1,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4800,4800 2ND AVENUE NORTH,1,Picea glauca,,,,,,,19,,,,,,24,,,,,,,,,,,,,15,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4800,4800 2ND AVENUE NORTH,2,removed,,,,,,,20,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4800,4800 2ND AVENUE NORTH,3,Ulmus americana,,,,,,,22,,,,,,25,,,,,,,,,,,,,40,,,,,,,,,,,,,
38,2ND AVENUE NORTH,4460-4800,NW-14,4800,4800 2ND AVENUE NORTH,4,Cotoneaster,,,,,,,3,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,
39,2nd Avenue North,4902-4936,14,4902,4902 2nd Avenue North,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2nd Avenue North,4902-4936,14,4902,4902 2nd Avenue North,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2nd Avenue North,4902-4936,14,4902,4902 2nd Avenue North,3,Ulmus americana,,,,,,,24,,,,,,24,,,,,,,,,,,,,13,,,,,,,,,,,,,
39,2nd Avenue North,4902-4936,14,4902,4902 2nd Avenue North,4,Ulmus americana,,,,,,,18,,,,,,21,,,,,,,,,,,,,12,,,,,,,,,,,,,
39,2nd Avenue North,4902-4936,14,4902,4902 2nd Avenue North,5,Ulmus americana,,,,,,,17,,,,,,21,,,,,,,,,,,,,13,,,,,,,,,,,,,
39,2nd Avenue North,4902-4936,14,4902,4902 2nd Avenue North,6,Syringa vulgaris,,,,,,,4,,,,,,6,,,,,,,,,,,,,1,,,,,,,,,,,,,
39,2nd Avenue North,4902-4936,14,4936,4936 2nd Avenue North,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2nd Avenue North,4902-4936,14,4936,4936 2nd Avenue North,2,Caragana arborescens,,,,,,,5,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,
39,2nd Avenue North,4902-4936,14,4936,4936 2nd Avenue North,3,Caragana arborescens,,,,,,,5,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,
39,2nd Avenue North,4902-4936,14,4936,4936 2nd Avenue North,4,removed,1982,,,,,,9,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
39,2nd Avenue North,4902-4936,14,4936,4936 2nd Avenue North,5,removed,1982,,,,,,8,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
40,2nd Avenue North,2920-3010,5,2920,2920 2nd Avenue North,1,Acer negundo,,,,,,,23,,,,,,23,,,,,,,,,,,,,18,,,,,,,,,,,,,
40,2nd Avenue North,2920-3010,5,2920,2920 2nd Avenue North,2,Acer negundo,,,,,,,15,,,,,,23,,,,,,,,,,,,,12,,,,,,,,,,,,,
40,2nd Avenue North,2920-3010,5,2920,2920 2nd Avenue North,3,Picea pungens,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2nd Avenue North,2920-3010,5,2920,2920 2nd Avenue North,4,Salix,,,,,,,8,,,,,,7,,,,,,,,,,,,,1,,,,,,,,,,,,,
