Page,Street,Block,Sector,Street Number,Address,Tree No.,Species,Year Planted,Height (1961),Height (1967),Height (1971),Height (1972),Height (1977),Height (1981),Height (1982),Height (1983),Height (1984),Height (1985),Height (1986),Height (1987),Height (1988),Height (1989),Height (1990),Height (1991),Height (1992),Height (1993),Height (1997),Diameter (1961),Diameter (1967),Diameter (1971),Diameter (1972),Diameter (1977),Diameter (1981),Diameter (1982),Diameter (1983),Diameter (1984),Diameter (1985),Diameter (1986),Diameter (1987),Diameter (1988),Diameter (1989),Diameter (1990),Diameter (1991),Diameter (1992),Diameter (1993),Diameter (1997)
28,1st Avenue,1433-2203,30/ NW-7,1433,1433 1st Avenue,6,Ulmus americana,,4,10,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,
28,1st Avenue,1433-2203,30/ NW-7,1531,1531 1st Avenue,1,Ulmus americana,,,10,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
28,1st Avenue,1433-2203,30/ NW-7,1531,1531 1st Avenue,2,Ulmus americana,,,10,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
28,1st Avenue,1433-2203,30/ NW-7,1301,1301 1st Avenue,1,Ulmus americana,,,10,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
28,1st Avenue,1433-2203,30/ NW-7,1301,1301 1st Avenue,2,Ulmus americana,,,10,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
28,1st Avenue,1433-2203,30/ NW-7,1301,1301 1st Avenue,3,Ulmus americana,,,10,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
28,1st Avenue,1433-2203,30/ NW-7,1301,1301 1st Avenue,5,Ulmus americana,,,11,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
28,1st Avenue,1433-2203,30/ NW-7,1433,1433 1st Avenue,1,Ulmus americana,,,12,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
28,1st Avenue,1433-2203,30/ NW-7,1433,1433 1st Avenue,2,Ulmus americana,,,12,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
28,1st Avenue,1433-2203,30/ NW-7,1433,1433 1st Avenue,3,Ulmus americana,,,12,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
28,1st Avenue,1433-2203,30/ NW-7,1433,1433 1st Avenue,4,Ulmus americana,,,12,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
28,1st Avenue,1433-2203,30/ NW-7,1433,1433 1st Avenue,5,Ulmus americana,,,12,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
28,1st Avenue,1433-2203,30/ NW-7,1301,1301 1st Avenue,4,Ulmus americana,,,12,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
28,1st Avenue,1433-2203,30/ NW-7,1301,1301 1st Avenue,6,Ulmus americana,,,12,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
28,1st Avenue,1433-2203,30/ NW-7,2203,2203 1st Avenue,1,Picea glauca,,14,18,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
28,1st Avenue,1433-2203,30/ NW-7,2203,2203 1st Avenue,6,Picea pungens,,15,22,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,
28,1st Avenue,1433-2203,30/ NW-7,2203,2203 1st Avenue,3,Picea pungens,,19,26,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,
28,1st Avenue,1433-2203,30/ NW-7,2203,2203 1st Avenue,4,Picea pungens,,19,26,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,
28,1st Avenue,1433-2203,30/ NW-7,2203,2203 1st Avenue,8,Betula pendula,,27,34,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,965,965 Arthur Street,4,Picea glauca,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,965,965 Arthur Street,3,Picea glauca,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,725,725 Arthur Street,4,Syringa vulgaris,,7,,5,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,965,965 Arthur Street,2,Fraxinus nigra,,16,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,725,725 Arthur Street,6,Syringa vulgaris,,7,,7,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,901,901 Arthur Street,4,Fraxinus pennsylvanica,,9,,7,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,901,901 Arthur Street,5,Fraxinus pennsylvanica,,9,,8,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,901,901 Arthur Street,1,Fraxinus pennsylvanica,,8,,9,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,901,901 Arthur Street,2,Fraxinus pennsylvanica,,9,,13,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,901,901 Arthur Street,3,Fraxinus pennsylvanica,,9,,13,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,601,601 Arthur Street,2,Malus,,10,,15,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,625,625 Arthur Street,2,Fraxinus pennsylvanica,,16,,15,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,965,965 Arthur Street,1,Fraxinus nigra,,14,,18,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,609,609 Arthur Street,2,Fraxinus pennsylvanica,,16,,20,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,617,617 Arthur Street,1,Fraxinus pennsylvanica,,20,,20,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,633,633 Arthur Street,2,Fraxinus nigra,,21,,20,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,657,657 Arthur Street,2,Fraxinus nigra,,18,,20,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,725,725 Arthur Street,5,Fraxinus pennsylvanica,,20,,20,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,625,625 Arthur Street,1,Fraxinus pennsylvanica,,21,,21,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,657,657 Arthur Street,1,Fraxinus nigra,,23,,21,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,617,617 Arthur Street,2,Fraxinus pennsylvanica,,21,,22,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,649,649 Arthur Street,3,Fraxinus pennsylvanica,,22,,22,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,641,641 Arthur Street,1,Fraxinus nigra,,23,,23,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,607,607 Arthur Street,2,Fraxinus pennsylvanica,,21,,24,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,725,725 Arthur Street,1,Fraxinus pennsylvanica,,24,,24,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,601,601 Arthur Street,1,Fraxinus pennsylvanica,,20,,25,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,609,609 Arthur Street,1,Fraxinus pennsylvanica,,22,,25,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,641,641 Arthur Street,2,Picea glauca,,24,,25,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,649,649 Arthur Street,1,Fraxinus nigra,,23,,25,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,965,965 Arthur Street,5,Ulmus laciniata,,23,,25,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,703,703 Arthur Street,1,Fraxinus pennsylvanica,,23,,25,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,703,703 Arthur Street,2,Fraxinus pennsylvanica,,23,,25,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,703,703 Arthur Street,3,Ulmus americana,,22,,25,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,703,703 Arthur Street,4,Ulmus americana,,22,,25,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,715,715 Arthur Street,1,Picea pungens,,25,,25,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,633,633 Arthur Street,1,Fraxinus nigra,,26,,28,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,725,725 Arthur Street,2,Populus tremuloides,,27,,30,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,
637,Arthur Street,601 - 901,7 W 12,725,725 Arthur Street,3,Populus tremuloides,,30,,52,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,
201,8th Avenue,1603 - 1625,31 NE 4,1625,1625 8th Avenue,1,Cotoneaster,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
201,8th Avenue,1603 - 1625,31 NE 4,1625,1625 8th Avenue,2,Cotoneaster,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
201,8th Avenue,1603 - 1625,31 NE 4,1625,1625 8th Avenue,3,Cotoneaster,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
201,8th Avenue,1603 - 1625,31 NE 4,1603,1603 8th Avenue,1,Ulmus americana,,,,,10,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
201,8th Avenue,1603 - 1625,31 NE 4,1603,1603 8th Avenue,3,Syringa vulgaris,,,,,22,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,
201,8th Avenue,1603 - 1625,31 NE 4,1603,1603 8th Avenue,2,Ulmus americana,Removed,,,,24,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,
43,2ND Avenue North,1233-1401,NE 32,1401,1401 2ND Avenue North,2,Syringa vulgaris,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2ND Avenue North,1233-1401,NE 32,1401,1401 2ND Avenue North,3,Syringa vulgaris,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2ND Avenue North,1233-1401,NE 32,1235,1235 2ND Avenue North,8,Ulmus americana,Removed,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2ND Avenue North,1233-1401,NE 32,1235,1235 2ND Avenue North,4,Ulmus americana,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2ND Avenue North,1233-1401,NE 32,1401,1401 2ND Avenue North,4,Lonicera,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2ND Avenue North,1233-1401,NE 32,1401,1401 2ND Avenue North,5,Acer negundo,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2ND Avenue North,1233-1401,NE 32,1401,1401 2ND Avenue North,1,Acer negundo,dead,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1st Avenue North,1630,NE-4 32,1630,1630 1st Avenue North,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1st Avenue North,1630,NE-4 32,1630,1630 1st Avenue North,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1st Avenue North,1630,NE-4 32,1630,1630 1st Avenue North,3,Prunus virginiana,Removed,,,,,,14,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,1st Avenue North,1630,NE-4 32,1630,1630 1st Avenue North,4,Picea pungens,,,,,,,15,,,,,,,,15,,,,,,,,,,,7,,,,,,,,,,,,,
1,1st Avenue North,1630,NE-4 32,1630,1630 1st Avenue North,5,Ulmus americana,Removed,,,,,,9,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,1st Avenue North,1630,NE-4 32,1630,1630 1st Avenue North,6,Ulmus americana,,,,,,,8,,,,,,,,6,,,,,,,,,,,3,,,,,,,,,,,,,
1,1st Avenue North,1630,NE-4 32,1630,1630 1st Avenue North,7,Picea glauca,Removed,,,,,,17,,,,,,,,20,,,,,,,,,,,8,,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,1860,1860 1st Avenue North,1,Picea pungens,,27,,,,,,30,,,,,,,,,,,,,16,,,,,,25,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,1860,1860 1st Avenue North,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,1880,1880 1st Avenue North,1,Ulmus americana,,29,,,,,,30,,,,,,,,,,,,,30,,,,,,40,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,1880,1880 1st Avenue North,2,Ulmus americana,,23,,,,,,20,,,,,,,,,,,,,16,,,,,,20,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,1880,1880 1st Avenue North,3,Ulmus americana,,30,,,,,,32,,,,,,,,,,,,,28,,,,,,25,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,1880,1880 1st Avenue North,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,1880,1880 1st Avenue North,5,Populus tremuloides,,30,,,,,,20,,,,,,,,,,,,,28,,,,,,35,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,1880,1880 1st Avenue North,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,2036,2036 1st Avenue North,1,Ulmus laciniata,Removed,30,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,2036,2036 1st Avenue North,2,Syringa vulgaris,Removed,15,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,2036,2036 1st Avenue North,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,2036,2036 1st Avenue North,4,Syringa vulgaris,Removed,15,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,2036,2036 1st Avenue North,5,Populus tremuloides,,35,,,,,,35,,,,,,,,,,,,,28,,,,,,36,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,2220,2220 1st Avenue North,1,Syringa vulgaris,Removed,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,2220,2220 1st Avenue North,2,Syringa vulgaris,Removed,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,2220,2220 1st Avenue North,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,2230,2230 1st Avenue North,1,Sorbus aucuparia,Removed,6,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,2230,2230 1st Avenue North,2,Sorbus aucuparia,Removed,6,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,2230,2230 1st Avenue North,3,Sorbus aucuparia,Removed,6,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,2230,2230 1st Avenue North,4,Sorbus aucuparia,Removed,6,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,2230,2230 1st Avenue North,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1st Avenue North,1860 - 2230,32,2230,2230 1st Avenue North,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1st Avenue North,2109-2109,32 Ave,2109,2109 1st Avenue North,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1st Avenue North,2109-2109,32 Ave,2109,2109 1st Avenue North,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1st Avenue North,2109-2109,32 Ave,2109,2109 1st Avenue North,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1st Avenue North,2109-2109,32 Ave,2109,2109 1st Avenue North,4,Thuja occidentalis,Removed,,,,,,7,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
3,1st Avenue North,2109-2109,32 Ave,2109,2109 1st Avenue North,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7104,7104 1st Ave North,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7104,7104 1st Ave North,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7104,7104 1st Ave North,3,Picea glauca,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7104,7104 1st Ave North,4,Picea glauca,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7108,7108 1st Ave North,1,Fraxinus pennsylvanica,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7108,7108 1st Ave North,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7112,7112 1st Ave North,1,Fraxinus pennsylvanica,,,,,,,,,,7,,,8,,,,,,,,,,,,,,,,4,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7112,7112 1st Ave North,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7212,7212 1st Ave North,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7212,7212 1st Ave North,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7220,7220 1st Ave North,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7220,7220 1st Ave North,2,Fraxinus pennsylvanica,,,,,,,,,,7,,,8,,,,,,,,,,,,,,,,4,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7224,7224 1st Ave North,1,Fraxinus pennsylvanica,,,,,,,,,,6,,,8,,,,,,,,,,,,,,,,3,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7224,7224 1st Ave North,2,Fraxinus pennsylvanica,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7304,7304 1st Ave North,1,Fraxinus pennsylvanica,,,,,,,,,,4,,,5,,,,,,,,,,,,,,,,3,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7304,7304 1st Ave North,2,Fraxinus pennsylvanica,may 7/91,,,,,,,,,,,,10,,,,,,,,,,,,,,,,4,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7312,7312 1st Ave North,1,Picea pungens,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7312,7312 1st Ave North,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7320,7320 1st Ave North,1,Fraxinus pennsylvanica,,,,,,,,,,6,,,6,,,,,,,,,,,,,,,,2,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7320,7320 1st Ave North,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7328,7328 1st Ave North,1,error,,,,,,,,,,6,,,6,,,,,,,,,,,,,,,,2,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7328,7328 1st Ave North,2,Fraxinus pennsylvanica,,,,,,,,,,7,,,9,,,,,,,,,,,,,,,,4,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7336,7336 1st Ave North,1,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1st Ave North,7104 - 7336,21,7336,7336 1st Ave North,2,error,,,,,,,,,,7,,,9,,,,,,,,,,,,,,,,4,,,,,,,,,,
5,1ST AVE N.,7311-7411,NW-7 21,7311,7311 1ST AVE N.,1,Fraxinus pennsylvanica,Spring 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1ST AVE N.,7311-7411,NW-7 21,7319,7319 1ST AVE N.,1,Fraxinus pennsylvanica,fall 85,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,2,,,,,,,
5,1ST AVE N.,7311-7411,NW-7 21,7319,7319 1ST AVE N.,2,Fraxinus pennsylvanica,Spring 84,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,2,,,,,,,
5,1ST AVE N.,7311-7411,NW-7 21,7327,7327 1ST AVE N.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1ST AVE N.,7311-7411,NW-7 21,7327,7327 1ST AVE N.,2,Fraxinus pennsylvanica,Spring 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1ST AVE N.,7311-7411,NW-7 21,7335,7335 1ST AVE N.,1,Fraxinus pennsylvanica,Spring 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1ST AVE N.,7311-7411,NW-7 21,7335,7335 1ST AVE N.,2,Fraxinus pennsylvanica,Spring 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1ST AVE N.,7311-7411,NW-7 21,7403,7403 1ST AVE N.,1,Fraxinus pennsylvanica,Spring 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1ST AVE N.,7311-7411,NW-7 21,7403,7403 1ST AVE N.,2,Fraxinus pennsylvanica,Spring 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1ST AVE N.,7311-7411,NW-7 21,7411,7411 1ST AVE N.,1,error,fall 85,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,2,,,,,,,
5,1ST AVE N.,7311-7411,NW-7 21,7411,7411 1ST AVE N.,2,Fraxinus pennsylvanica,Spring 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1ST AVENUE NORTH,6623-6931,NW 7,6623,6623 1ST AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1ST AVENUE NORTH,6623-6931,NW 7,6623,6623 1ST AVENUE NORTH,2,Fraxinus pennsylvanica,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1ST AVENUE NORTH,6623-6931,NW 7,6627,6627 1ST AVENUE NORTH,1,,Driveway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1ST AVENUE NORTH,6623-6931,NW 7,6627,6627 1ST AVENUE NORTH,2,Betula pendula 'Youngii',,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1ST AVENUE NORTH,6623-6931,NW 7,6631,6631 1ST AVENUE NORTH,1,Fraxinus pennsylvanica,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1ST AVENUE NORTH,6623-6931,NW 7,6631,6631 1ST AVENUE NORTH,2,Fraxinus pennsylvanica,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1ST AVENUE NORTH,6623-6931,NW 7,6703,6703 1ST AVENUE NORTH,1,Picea glauca,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1ST AVENUE NORTH,6623-6931,NW 7,6703,6703 1ST AVENUE NORTH,2,Picea glauca,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1ST AVENUE NORTH,6623-6931,NW 7,6707,6707 1ST AVENUE NORTH,1,Fraxinus pennsylvanica,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1ST AVENUE NORTH,6623-6931,NW 7,6707,6707 1ST AVENUE NORTH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1ST AVENUE NORTH,6623-6931,NW 7,6711,6711 1ST AVENUE NORTH,1,Fraxinus pennsylvanica,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1ST AVENUE NORTH,6623-6931,NW 7,6711,6711 1ST AVENUE NORTH,2,Fraxinus pennsylvanica,Fall 92,,,,,,11,,,,,,13,,,,,,,,,,,,,6,,,,,,,,,,,,,
6,1ST AVENUE NORTH,6623-6931,NW 7,6715,6715 1ST AVENUE NORTH,1,Fraxinus pennsylvanica,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1ST AVENUE NORTH,6623-6931,NW 7,6715,6715 1ST AVENUE NORTH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1ST AVENUE NORTH,6623-6931,NW 7,6719,6719 1ST AVENUE NORTH,1,Fraxinus pennsylvanica,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1ST AVENUE NORTH,6623-6931,NW 7,6719,6719 1ST AVENUE NORTH,2,Fraxinus pennsylvanica,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1ST AVENUE NORTH,6623-6931,NW 7,6723,6723 1ST AVENUE NORTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
