Street,Block,Sector,Street Number,Tree No.,Species,Year Planted,Height (1951),Diameter (1951),Height (1956),Diameter (1956),Height (1959),Diameter (1959),Height (1961),Diameter (1961),Height (1967),Diameter (1967),Height (1972),Diameter (1972),Height (1977),Diameter (1977),Height (1981),Diameter (1981),Height (1982),Diameter (1982),Height (1983),Diameter (1983),Height (1984),Diameter (1984),Height (1985),Diameter (1985),Height (1986),Diameter (1986),Height (1987),Diameter (1987),Height (1988),Diameter (1988),Height (1989),Diameter (1989),Height (1990),Diameter (1990),Height (1992),Diameter (1992),Height (1993),Diameter (1993),Height (1997),Diameter (1997)
4th Avenue North,Coronation Park School - 3331,A2 W 16,3327,2,Ulmus americana,,,,,,,,,,,,,,,,22,16,,,,,,,,,,,28,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3331,1,Ulmus americana,,,,,,,,,,,,,,,,28,24,,,,,,,,,,,28,,,,,,,,,,,,,
4th Avenue North,Coronation Park School - 3331,A2 W 16,3331,2,Cotoneaster,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,4,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,2801,1,Ulmus americana,,,,,,,,,,,,,,,,25,21,,,,,,,,,,,25,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,2801,2,Picea pungens,,,,,,,,,,,,,,,,32,29,,,,,,,,,,,30,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,2801,3,Picea pungens,,,,,,,,,,,,,,,,34,31,,,,,,,,,,,28,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,2801,4,Ulmus americana,,,,,,,,,,,,,,,,27,22,,,,,,,,,,,27,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,2801,5,Ulmus americana,,,,,,,,,,,,,,,,28,20,,,,,,,,,,,28,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,2801,6,,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,2805,1,Ulmus americana,,,,,,,,,,,,,,,,25,21,,,,,,,,,,,25,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,2805,2,Ulmus americana,,,,,,,,,,,,,,,,22,17,,,,,,,,,,,28,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,2809,1,Ulmus americana,,,,,,,,,,,,,,,,11,5,,,,,,,,,,,15,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,2809,2,Ulmus americana,,,,,,,,,,,,,,,,30,19,,,,,,,,,,,30,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,2811,1,Ulmus americana,,,,,,,,,,,,,,,,17,16,,,,,,,,,,,20,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,2811,2,Ulmus americana,,,,,,,,,,,,,,,,26,25,,,,,,,,,,,28,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,2817,1,Ulmus americana,,,,,,,,,,,,,,,,25,22,,,,,,,,,,,28,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,2817,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,2821,1,Ulmus americana,,,,,,,,,,,,,,,,18,10,,,,,,,,,,,25,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,2821,2,Ulmus americana,,,,,,,,,,,,,,,,33,28,,,,,,,,,,,33,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,Coronation Park School,1,Fraxinus pennsylvanica 'Patmore',Spring 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,Coronation Park School,2,Fraxinus pennsylvanica 'Patmore',Spring 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,Coronation Park School,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,4,Fraxinus pennsylvanica 'Patmore',,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,5,Fraxinus pennsylvanica 'Patmore',,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,6,Fraxinus pennsylvanica 'Patmore',,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,7,Fraxinus pennsylvanica 'Patmore',,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,8,Fraxinus pennsylvanica 'Patmore',,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,10,Fraxinus pennsylvanica 'Patmore',,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,11,Fraxinus pennsylvanica 'Patmore',,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,12,Fraxinus pennsylvanica 'Patmore',,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,14,Fraxinus pennsylvanica 'Patmore',,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,15,Fraxinus pennsylvanica 'Patmore',,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,16,Fraxinus pennsylvanica 'Patmore',,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,18,Fraxinus pennsylvanica 'Patmore',,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,19,Fraxinus pennsylvanica 'Patmore',,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,20,Fraxinus pennsylvanica 'Patmore',,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,22,Fraxinus pennsylvanica 'Patmore',,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,23,Fraxinus pennsylvanica 'Patmore',,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2801 - Coronation Park School,5 North,3105,25,Fraxinus pennsylvanica 'Patmore',,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,2800,1,Ulmus americana,,,,,,,,,,,,,,,,23,14,,,,,,,,,,,25,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,2800,2,Ulmus americana,,,,,,,,,,,,,,,,22,15,,,,,,,,,,,25,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,2800,3,Ulmus americana,,,,,,,,,,,,,,,,24,22,,,,,,,,,,,25,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,2800,4,Picea glauca,,,,,,,,,,,,,,,,20,14,,,,,,,,,,,28,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,2800,5,Picea glauca,,,,,,,,,,,,,,,,23,16,,,,,,,,,,,24,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,2800,6,Sorbus aucuparia,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,15,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,2900,1,Lonicera,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,8,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,2900,2,Lonicera,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,8,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,2900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,2900,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,2900,5,Syringa vulgaris,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,6,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,2904,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,2904,2,Lonicera,,,,,,,,,,,,,,,,14,5,,,,,,,,,,,4,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,2904,3,Lonicera,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,4,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,2904,4,Picea pungens,,,,,,,,,,,,,,,,26,25,,,,,,,,,,,30,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,2904,5,Picea pungens,,,,,,,,,,,,,,,,33,28,,,,,,,,,,,35,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3004,2,Ulmus americana,,,,,,,,,,,,,,,,26,21,,,,,,,,,,,26,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3004,3,Ulmus americana,,,,,,,,,,,,,,,,22,15,,,,,,,,,,,24,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3004,4,Ulmus americana,,,,,,,,,,,,,,,,24,27,,,,,,,,,,,24,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3004,5,Ulmus americana,,,,,,,,,,,,,,,,24,19,,,,,,,,,,,24,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3004,6,Ulmus americana,,,,,,,,,,,,,,,,23,18,,,,,,,,,,,24,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3100,1,Picea glauca,,,,,,,,,,,,,,,,23,16,,,,,,,,,,,23,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3100,2,Picea glauca,,,,,,,,,,,,,,,,23,17,,,,,,,,,,,25,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3100,3,Picea glauca,,,,,,,,,,,,,,,,20,16,,,,,,,,,,,29,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3100,4,Picea glauca,,,,,,,,,,,,,,,,23,17,,,,,,,,,,,23,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3100,5,Picea glauca,,,,,,,,,,,,,,,,22,14,,,,,,,,,,,30,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3302,1,Malus,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3302,2,Sorbus aucuparia,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3306,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3306,2,Ulmus americana,,,,,,,,,,,,,,,,22,16,,,,,,,,,,,25,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3310,1,Prunus tenella,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,4,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3310,2,Cornus alba 'Elegantissima',,,,,,,,,,,,,,,,3,1,,,,,,,,,,,4,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3314,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3314,2,Ulmus americana,,,,,,,,,,,,,,,,24,25,,,,,,,,,,,26,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3318,1,Ulmus americana,,,,,,,,,,,,,,,,23,21,,,,,,,,,,,25,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3318,2,Ulmus americana,,,,,,,,,,,,,,,,24,20,,,,,,,,,,,20,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3322,1,Ulmus americana,,,,,,,,,,,,,,,,23,17,,,,,,,,,,,25,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3322,2,Ulmus americana,,,,,,,,,,,,,,,,23,24,,,,,,,,,,,23,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3326,1,Ulmus americana,,,,,,,,,,,,,,,,24,16,,,,,,,,,,,25,,,,,,,,,,,,,
4TH AVENUE NORTH,2800-3326,NW 16 5,3326,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th avenue north,1411-1515,NE 4,1411,1,Picea glauca,,,,,,,,,,,,,,,,15,8,,,,,,,,,,,20,,,,,,,,,,,,,
4th avenue north,1411-1515,NE 4,1411,2,Picea glauca,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,15,,,,,,,,,,,,,
4th avenue north,1411-1515,NE 4,1411,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th avenue north,1411-1515,NE 4,1411,4,Thuja occidentalis,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,3,,,,,,,,,,,,,
4th avenue north,1411-1515,NE 4,1515,1,Ulmus americana,,,,,,,,,,,,,,,,30,19,,,,,,,,,,,26,,,,,,,,,,,,,
4th avenue north,1411-1515,NE 4,1515,2,Ulmus americana,dead,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,
4th avenue north,1411-1515,NE 4,1515,3,Ulmus americana,dead,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,
4th avenue north,1411-1515,NE 4,1515,4,Ulmus americana,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,5,,,,,,,,,,,,,
4th avenue north,1411-1515,NE 4,1515,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th avenue north,1310 - 1410,32 NE 4,1310,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th avenue north,1310 - 1410,32 NE 4,1310,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th avenue north,1310 - 1410,32 NE 4,1310,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th avenue north,1310 - 1410,32 NE 4,1310,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th avenue north,1310 - 1410,32 NE 4,1310,5,Prunus virginiana,,,,,,,,,,,,,,,,14,12,15,,,,,,,,,,,,,,,,,,,,,,,
4th avenue north,1310 - 1410,32 NE 4,1410,1,Ulmus americana,,,,,,,,,,,,,,,,26,22,30,,,,,,,,,,,,,,,,,,,,,,,
4th avenue north,1310 - 1410,32 NE 4,1410,2,Ulmus americana,,,,,,,,,,,,,,,,26,20,30,,,,,,,,,,,,,,,,,,,,,,,
4th avenue north,1310 - 1410,32 NE 4,1410,3,Picea glauca,removed,,,,,,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,
4th avenue north,1310 - 1410,32 NE 4,1410,4,Prunus,,,,,,,,,,,,,,,,10,9,10,,,,,,,,,,,,,,,,,,,,,,,
4th avenue north,1310 - 1410,32 NE 4,1410,5,Picea glauca,,,,,,,,,,,,,,,,8,4,8,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2101-2205,32,2101,1,Ulmus americana,,,,,,,,,,,,,,,,33,22,,,,,,,,,,,38,30,,,,,,,,,,,,
4th Avenue North,2101-2205,32,2101,2,Ulmus americana,,,,,,,,,,,,,,,,30,12,,,,,,,,,,,28,20,,,,,,,,,,,,
4th Avenue North,2101-2205,32,2101,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2101-2205,32,2101,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2101-2205,32,2101,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2101-2205,32,2101,6,Picea glauca,Removed,,,,,,,,,,,,,,,28,12,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2101-2205,32,2135,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2101-2205,32,2135,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2101-2205,32,2135,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2101-2205,32,2135,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2101-2205,32,2135,5,Ulmus americana,,,,,,,,,,,,,,,,32,20,,,,,,,,,,,34,35,,,,,,,,,,,,
4th Avenue North,2101-2205,32,2135,6,Ulmus americana,,,,,,,,,,,,,,,,30,15,,,,,,,,,,,34,35,,,,,,,,,,,,
4th Avenue North,2101-2205,32,2205,1,Ulmus americana,,,,,,,,,,,,,,,,25,7,,,,,,,,,,,22,15,,,,,,,,,,,,
4th Avenue North,2101-2205,32,2205,2,Ulmus americana,,,,,,,,,,,,,,,,28,12,,,,,,,,,,,26,20,,,,,,,,,,,,
4th Avenue North,2101-2205,32,2205,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2101-2205,32,2205,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2101-2205,32,2015,1,Ulmus americana,dead.,,,,,,,,,,,,,,,25,15,,,,,,,,,,,25,15,,,,,,,,,,,,
4th Avenue North,2101-2205,32,South side Lutheran Church,2,Ulmus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,15,,,,,,,,,,,,
4th Avenue North,2101-2205,32,South side Lutheran Church,3,Fraxinus pennsylvanica,05/14/93,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,,,,,,,,,,,,
4th Avenue North,2101-2205,32,South side Lutheran Church,4,Fraxinus pennsylvanica,05/14/93,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,
4th Avenue North,2101-2205,32,South side Lutheran Church,5,Fraxinus pennsylvanica,05/14/93,,,,,,,,,,,,,,,25,3,,,,,,,,,,,25 7,6,,,,,,,,,,,,
4th Avenue North,2101-2205,32,South side Lutheran Church,6,Fraxinus pennsylvanica,05/14/93,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4 3,,,,,,,,,,,,
4th Avenue North,2101-2205,32,South side Lutheran Church,7,Ulmus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,20,,,,,,,,,,,,
4th Avenue North,2101-2205,32,South side Lutheran Church,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Avenue North,2101-2205,32,South side Lutheran Church,9,Fraxinus pennsylvanica,05/14/93,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2004,1,Picea pungens,,,,,,,,,,,,,,,,30,20,,,,,,,,,,,30,,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2004,2,Picea pungens,,,,,,,,,,,,,,,,30,22,,,,,,,,,,,30,,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2004,3,Picea pungens,,,,,,,,,,,,,,,,22,17,,,,,,,,,,,28,,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2004,4,Picea pungens,,,,,,,,,,,,,,,,30,22,,,,,,,,,,,32,,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2004,5,Picea pungens,,,,,,,,,,,,,,,,27,20,,,,,,,,,,,30,,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2004,6,Picea pungens,,,,,,,,,,,,,,,,29,25,,,,,,,,,,,32,,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2004,7,Picea glauca,,,,,,,,,,,,,,,,24,13,,,,,,,,,,,32,,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2004,8,Sorbus aucuparia,Removed,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2004,9,Syringa vulgaris,,,,,,,,,,,,,,,,10,2,,,,,,,,,,,10,,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2004,10,Lonicera,Hedge,,,,,,,,,,,,,,,6,2,,,,,,,,,,,5,,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2100,1,Ulmus americana,,,,,,,,,,,,,,,,27,10,,,,,,,,,,,34,34,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2100,2,Picea pungens,,,,,,,,,,,,,,,,20,6,,,,,,,,,,,20,15,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2210,1,Picea glauca,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,2,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2210,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2210,3,Picea glauca,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,5,3,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2210,4,Picea glauca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4th Ave North,2004-2210,NE 3,2210,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Wascana School,1,Ulmus americana,,,,,,,,22,26,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Wascana School,2,Ulmus americana,Dead,,,,,,,20,16,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Wascana School,3,Ulmus americana,,,,,,,,20,17,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Wascana School,4,Ulmus americana,,,,,,,,23,17,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Wascana School,5,Ulmus americana,,,,,,,,21,20,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Wascana School,6,Ulmus americana,,,,,,,,22,27,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Wascana School,7,Ulmus americana,,,,,,,,21,24,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Wascana School,8,Ulmus americana,,,,,,,,22,17,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Wascana School,9,Ulmus americana,,,,,,,,21,19,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Wascana School,10,Ulmus americana,,,,,,,,16,19,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Wascana School,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Wascana School,12,Ulmus americana,,,,,,,,21,27,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Wascana School,13,Ulmus americana,,,,,,,,21,18,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Wascana School,14,Ulmus americana,,,,,,,,16,11,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Wascana School,15,Ulmus americana,,,,,,,,10,6,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Wascana School,16,Ulmus americana,,,,,,,,20,14,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Wascana School,17,Ulmus americana,,,,,,,,21,18,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Wascana School,18,Ulmus americana,,,,,,,,20,17,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Canadian Bible College 4400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Canadian Bible College 4400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Canadian Bible College 4400,3,Fraxinus pennsylvanica,,,,,,,,15,11,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Canadian Bible College 4400,4,Ulmus americana,,,,,,,,20,10,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,
4TH Avenue,Wascana - 4600,12 NW-18,Canadian Bible College 4400,5,Ulmus americana,,,,,,,,25,26,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,
