Page,Street,Block,Sector,Street Number,Tree No.,Species (raw),Species,Year Planted,Years,Height 1,Height 2,Height 3,Height 4,Diameter 1,Diameter 2,Diameter 3,Diameter 4
905,broadway avenue east,101-429,S.E. - 11 63,101,18,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,101,19,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,209,1,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,209,2,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,209,3,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,209,4,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,209,5,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,209,6,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,209,7,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,209,8,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,433,1,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,433,2,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,433,3,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,433,4,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,433,5,American Elm,Ulmus americana,,"1981, 1987",24,30,,,25,,,
905,broadway avenue east,101-429,S.E. - 11 63,433,6,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,433,7,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,433,8,American Elm,Ulmus americana,,"1981, 1987",16,25,,,18,,,
905,broadway avenue east,101-429,S.E. - 11 63,433,9,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,433,10,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,431,1,American Elm,Ulmus americana,,"1981, 1987",27,38,,,29,,,
905,broadway avenue east,101-429,S.E. - 11 63,431,2,American Elm,Ulmus americana,,"1981, 1987",24,30,,,21,,,
905,broadway avenue east,101-429,S.E. - 11 63,429,1,,,,"1981, 1987",,,,,,,,
905,broadway avenue east,101-429,S.E. - 11 63,429,2,American Elm,Ulmus americana,,"1981, 1987",36,45,,,43,,,
906,broadway avenue east,101-429,SE-H 63,101,1,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,101,2,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,101,3,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,101,4,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,101,5,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,101,6,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,101,7,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,101,8,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,101,9,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,101,10,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,101,11,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,101,12,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,101,13,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,101,14,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,101,15,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,101,16,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,101,17,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,101,18,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,101,19,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,209,1,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,209,2,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,209,3,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,209,4,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,209,5,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,209,6,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,209,7,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,209,8,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,433,1,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,433,2,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,433,3,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,433,4,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,433,5,American Elm,Ulmus americana,,"1981, 1987",24,30,,,25,,,
906,broadway avenue east,101-429,SE-H 63,433,6,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,433,7,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,433,8,American Elm,Ulmus americana,,"1981, 1987",16,25,,,18,,,
906,broadway avenue east,101-429,SE-H 63,433,9,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,433,10,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,431,1,American Elm,Ulmus americana,,"1981, 1987",27,38,,,29,,,
906,broadway avenue east,101-429,SE-H 63,431,2,American Elm,Ulmus americana,,"1981, 1987",24,30,,,21,,,
906,broadway avenue east,101-429,SE-H 63,429,1,,,,"1981, 1987",,,,,,,,
906,broadway avenue east,101-429,SE-H 63,429,2,American Elm,Ulmus americana,,"1981, 1987",36,45,,,43,,,
907,broadway avenue east,128E-434E,12 N 63,128E,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",23,30,,,21,,,
907,broadway avenue east,128E-434E,12 N 63,128E,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",24,30,,,20,,,
907,broadway avenue east,128E-434E,12 N 63,128E,3,,,,"1981, 1987",,,,,,,,
907,broadway avenue east,128E-434E,12 N 63,128E,4,green ash,Fraxinus pennsylvanica,,"1981, 1987",23,30,,,21,,,
907,broadway avenue east,128E-434E,12 N 63,128E,5,american elm,Ulmus americana,,"1981, 1987",23,30,,,17,,,
907,broadway avenue east,128E-434E,12 N 63,128E,6,american elm,Ulmus americana,,"1981, 1987",24,32,,,35,,,
907,broadway avenue east,128E-434E,12 N 63,120E,1,,,,"1981, 1987",,,,,,,,
907,broadway avenue east,128E-434E,12 N 63,120E,2,american elm,Ulmus americana,,"1981, 1987",23,32,,,27,,,
907,broadway avenue east,128E-434E,12 N 63,124E,1,american elm,Ulmus americana,,"1981, 1987",23,32,,,25,,,
907,broadway avenue east,128E-434E,12 N 63,124E,2,american elm,Ulmus americana,,"1981, 1987",23,32,,,23,,,
907,broadway avenue east,128E-434E,12 N 63,118E,1,american elm,Ulmus americana,,"1981, 1987",23,32,,,42,,,
907,broadway avenue east,128E-434E,12 N 63,118E,2,driveway,utility,,"1981, 1987",,,,,,,,
907,broadway avenue east,128E-434E,12 N 63,110E,1,american elm,Ulmus americana,,"1981, 1987",18,23,,,17,,,
907,broadway avenue east,128E-434E,12 N 63,110E,2,white spruce,Picea glauca,,"1981, 1987",19,25,,,12,,,
907,broadway avenue east,128E-434E,12 N 63,100E,1,american elm,Ulmus americana,,"1981, 1987",23,30,,,26,,,
907,broadway avenue east,128E-434E,12 N 63,100E,2,american elm,Ulmus americana,,"1981, 1987",22,30,,,31,,,
907,broadway avenue east,128E-434E,12 N 63,100E,3,american elm,Ulmus americana,,"1981, 1987",22,30,,,26,,,
907,broadway avenue east,128E-434E,12 N 63,100E,4,russian olive,Elaeagnus angustifolia,,"1981, 1987",16,24,,,12,,,
907,broadway avenue east,128E-434E,12 N 63,100E,5,green ash,Fraxinus pennsylvanica,,"1981, 1987",20,26,,,15,,,
907,broadway avenue east,128E-434E,12 N 63,200E,1,mountain ash,Sorbus aucuparia,,"1981, 1987",10,,,,3,,,
907,broadway avenue east,128E-434E,12 N 63,200E,2,weeping birch,Betula pendula 'Youngii',,"1981, 1987",20,,,,8,,,
907,broadway avenue east,128E-434E,12 N 63,200E,3,american elm,Ulmus americana,on McKays st,"1981, 1987",21,28,,,14,,,
907,broadway avenue east,128E-434E,12 N 63,200E,4,american elm Green Ash,error,,"1981, 1987",18,13,,,14,,,
907,broadway avenue east,128E-434E,12 N 63,200E,5,Am. Elm,Ulmus americana,,"1981, 1987",18,25,,,14,,,
907,broadway avenue east,128E-434E,12 N 63,200E,6,Am. Elm,Ulmus americana,,"1981, 1987",,23,,,15,,,
907,broadway avenue east,128E-434E,12 N 63,210E,1,american Basswood,Tilia americana,Fall 92,"1981, 1987",,15,,,5,,,
907,broadway avenue east,128E-434E,12 N 63,210E,2,american Basswood,Tilia americana,Fall 92,"1981, 1987",,15,,,5,,,
907,broadway avenue east,128E-434E,12 N 63,220E,1,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",,20,,,15,,,
907,broadway avenue east,128E-434E,12 N 63,220E,2,Am. Elm,Ulmus americana,,"1981, 1987",,23,,,15,,,
907,broadway avenue east,128E-434E,12 N 63,230E,1,Am. Elm,Ulmus americana,,"1981, 1987",,28,,,22,,,
907,broadway avenue east,128E-434E,12 N 63,230E,2,Busstop Am. Elm,error,,"1981, 1987",,30,,,25,,,
907,broadway avenue east,128E-434E,12 N 63,230E,3,Am. Elm,Ulmus americana,,"1981, 1987",,28,,,20,,,
907,broadway avenue east,128E-434E,12 N 63,230E,4,Am. Elm,Ulmus americana,,"1981, 1987",,23,,,15,,,
907,broadway avenue east,128E-434E,12 N 63,230E,5,american elm,Ulmus americana,,"1981, 1987",26,30,,,22,,,
907,broadway avenue east,128E-434E,12 N 63,230E,6,pavement,utility,,"1981, 1987",,,,,,,,
907,broadway avenue east,128E-434E,12 N 63,230E,7,pavement,utility,,"1981, 1987",,,,,,,,
907,broadway avenue east,128E-434E,12 N 63,434E,1,american elm,Ulmus americana,on Francis,"1981, 1987",27,35,,,23,,,
907,broadway avenue east,128E-434E,12 N 63,434E,2,cotoneaster,Cotoneaster,,"1981, 1987",,5,,,2,,,
907,broadway avenue east,128E-434E,12 N 63,434E,3,american elm,Ulmus americana,on Francis st.,"1981, 1987",25,36,,,31,,,
907,broadway avenue east,128E-434E,12 N 63,434E,4,Am. Elm,Ulmus americana,,"1981, 1987",,30,,,26,,,
907,broadway avenue east,128E-434E,12 N 63,434E,5,Am. Elm,Ulmus americana,,"1981, 1987",,38,,,30,,,
908,broadway avenue east,425E-619E,S.E. 11 63,425,1,,,,"1981, 1987",,,,,,,,
908,broadway avenue east,425E-619E,S.E. 11 63,425,2,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",12,16,,,10,,,
908,broadway avenue east,425E-619E,S.E. 11 63,423,1,American Elm,Ulmus americana,,"1981, 1987",32,38,,,38,,,
908,broadway avenue east,425E-619E,S.E. 11 63,423,2,American Elm,Ulmus americana,,"1981, 1987",30,38,,,33,,,
908,broadway avenue east,425E-619E,S.E. 11 63,421,1,manitoba maple,Acer negundo,,"1981, 1987",24,32,,,26,,,
908,broadway avenue east,425E-619E,S.E. 11 63,421,2,American Elm,Ulmus americana,,"1981, 1987",27,35,,,34,,,
908,broadway avenue east,425E-619E,S.E. 11 63,419,1,,,48,"1981, 1987",,,,,,,,
908,broadway avenue east,425E-619E,S.E. 11 63,417,1,American Elm,Ulmus americana,,"1981, 1987",26,35,,,32,,,
908,broadway avenue east,425E-619E,S.E. 11 63,417,2,American Elm,Ulmus americana,,"1981, 1987",25,33,,,36,,,
908,broadway avenue east,425E-619E,S.E. 11 63,415,1,American Elm,Ulmus americana,,"1981, 1987",32,38,,,33,,,
908,broadway avenue east,425E-619E,S.E. 11 63,415,2,American Elm,Ulmus americana,,"1981, 1987",29,38,,,32,,,
908,broadway avenue east,425E-619E,S.E. 11 63,413,1,American Elm,Ulmus americana,,"1981, 1987",27,35,,,39,,,
908,broadway avenue east,425E-619E,S.E. 11 63,411,1,American Elm,Ulmus americana,,"1981, 1987",25,33,,,32,,,
908,broadway avenue east,425E-619E,S.E. 11 63,411,2,American Elm,Ulmus americana,,"1981, 1987",28,33,,,40,,,
908,broadway avenue east,425E-619E,S.E. 11 63,409,1,American Elm,Ulmus americana,,"1981, 1987",31,35,,,33,,,
908,broadway avenue east,425E-619E,S.E. 11 63,409,2,American Elm,Ulmus americana,,"1981, 1987",28,30,,,37,,,
908,broadway avenue east,425E-619E,S.E. 11 63,407,1,American Elm,Ulmus americana,,"1981, 1987",27,38,,,35,,,
908,broadway avenue east,425E-619E,S.E. 11 63,407,2,American Elm,Ulmus americana,,"1981, 1987",26,36,,,31,,,
908,broadway avenue east,425E-619E,S.E. 11 63,405,1,American Elm,Ulmus americana,,"1981, 1987",28,36,,,38,,,
908,broadway avenue east,425E-619E,S.E. 11 63,405,2,American Elm,Ulmus americana,,"1981, 1987",25,36,,,32,,,
908,broadway avenue east,425E-619E,S.E. 11 63,403,1,,,,"1981, 1987",,,,,,,,
908,broadway avenue east,425E-619E,S.E. 11 63,403,2,American Elm,Ulmus americana,,"1981, 1987",19,26,,,33,,,
908,broadway avenue east,425E-619E,S.E. 11 63,401,1,American Elm,Ulmus americana,,"1981, 1987",33,40,,,28,,,
908,broadway avenue east,425E-619E,S.E. 11 63,401,2,American Elm,Ulmus americana,,"1981, 1987",30,42,,,33,,,
908,broadway avenue east,425E-619E,S.E. 11 63,401,3,,,,"1981, 1987",,,,,,,,
908,broadway avenue east,425E-619E,S.E. 11 63,401,4,,,,"1981, 1987",,,,,,,,
908,broadway avenue east,425E-619E,S.E. 11 63,401,5,,,,"1981, 1987",,,,,,,,
908,broadway avenue east,425E-619E,S.E. 11 63,401,6,,,,"1981, 1987",,,,,,,,
908,broadway avenue east,425E-619E,S.E. 11 63,631,1,Am. Elm,Ulmus americana,,"1981, 1987",,32,,,28,,,
908,broadway avenue east,425E-619E,S.E. 11 63,631,2,Am. Elm,Ulmus americana,,"1981, 1987",,35,,,28,,,
908,broadway avenue east,425E-619E,S.E. 11 63,631,3,,,,"1981, 1987",,,,,,,,
908,broadway avenue east,425E-619E,S.E. 11 63,631,4,,,,"1981, 1987",,,,,,,,
908,broadway avenue east,425E-619E,S.E. 11 63,631,5,,,,"1981, 1987",,,,,,,,
908,broadway avenue east,425E-619E,S.E. 11 63,631,6,,,,"1981, 1987",,,,,,,,
908,broadway avenue east,425E-619E,S.E. 11 63,625,1,Am. Elm,Ulmus americana,,"1981, 1987",,30,,,25,,,
908,broadway avenue east,425E-619E,S.E. 11 63,625,2,Am. Elm,Ulmus americana,,"1981, 1987",,30,,,26,,,
908,broadway avenue east,425E-619E,S.E. 11 63,623,1,Am. Elm,Ulmus americana,,"1981, 1987",,30,,,28,,,
908,broadway avenue east,425E-619E,S.E. 11 63,623,2,Am. Elm,Ulmus americana,,"1981, 1987",,32,,,26,,,
908,broadway avenue east,425E-619E,S.E. 11 63,621,1,Am. Elm,Ulmus americana,,"1981, 1987",,25,,,20,,,
908,broadway avenue east,425E-619E,S.E. 11 63,621,2,Am. Elm,Ulmus americana,,"1981, 1987",,32,,,28,,,
908,broadway avenue east,425E-619E,S.E. 11 63,619,1,,,,"1981, 1987",,,,,,,,
909,broadway avenue east,432E-630E,S E H 63,432E,1,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,26,,,20,,,
909,broadway avenue east,432E-630E,S E H 63,432E,2,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,30,,,25,,,
909,broadway avenue east,432E-630E,S E H 63,432E,3,,,,"1981, 1984, 1984",,,,,,,,
909,broadway avenue east,432E-630E,S E H 63,430E,1,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,28,,,22,,,
909,broadway avenue east,432E-630E,S E H 63,430E,2,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,32,,,25,,,
909,broadway avenue east,432E-630E,S E H 63,428E,1,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,35,,,25,,,
909,broadway avenue east,432E-630E,S E H 63,428E,2,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,32,,,30,,,
909,broadway avenue east,432E-630E,S E H 63,426E,1,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,28,,,20,,,
909,broadway avenue east,432E-630E,S E H 63,426E,2,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,35,,,30,,,
909,broadway avenue east,432E-630E,S E H 63,424E,1,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,35,,,30,,,
909,broadway avenue east,432E-630E,S E H 63,424E,2,,,,"1981, 1984, 1984",,,,,,,,
909,broadway avenue east,432E-630E,S E H 63,422E,1,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,35,,,30,,,
909,broadway avenue east,432E-630E,S E H 63,422E,2,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,35,,,30,,,
909,broadway avenue east,432E-630E,S E H 63,420E,1,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,28,,,23,,,
909,broadway avenue east,432E-630E,S E H 63,420E,2,,,,"1981, 1984, 1984",,,,,,,,
909,broadway avenue east,432E-630E,S E H 63,418E,1,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,30,,,25,,,
909,broadway avenue east,432E-630E,S E H 63,418E,2,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,33,,,25,,,
909,broadway avenue east,432E-630E,S E H 63,416E,1,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,36,,,30,,,
909,broadway avenue east,432E-630E,S E H 63,416E,2,,,,"1981, 1984, 1984",,,,,,,,
909,broadway avenue east,432E-630E,S E H 63,414E,1,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,32,,,25,,,
909,broadway avenue east,432E-630E,S E H 63,414E,2,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,30,,,25,,,
909,broadway avenue east,432E-630E,S E H 63,412E,1,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,30,,,26,,,
909,broadway avenue east,432E-630E,S E H 63,412E,2,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,33,,,28,,,
909,broadway avenue east,432E-630E,S E H 63,410E,1,,,,"1981, 1984, 1984",,,,,,,,
909,broadway avenue east,432E-630E,S E H 63,410E,2,,,,"1981, 1984, 1984",,,,,,,,
909,broadway avenue east,432E-630E,S E H 63,408E,1,,,,"1981, 1984, 1984",,,,,,,,
909,broadway avenue east,432E-630E,S E H 63,408E,2,,,,"1981, 1984, 1984",,,,,,,,
909,broadway avenue east,432E-630E,S E H 63,406E,1,,,,"1981, 1984, 1984",,,,,,,,
909,broadway avenue east,432E-630E,S E H 63,406E,2,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,30,,,25,,,
909,broadway avenue east,432E-630E,S E H 63,404E,1,,,,"1981, 1984, 1984",,,,,,,,
909,broadway avenue east,432E-630E,S E H 63,404E,2,,,,"1981, 1984, 1984",,,,,,,,
909,broadway avenue east,432E-630E,S E H 63,402E,1,Bus Stop Am. Elm,error,,"1981, 1984, 1984",,30,,,28,,,
909,broadway avenue east,432E-630E,S E H 63,632E,1,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,30,,,25,,,
909,broadway avenue east,432E-630E,S E H 63,632E,2,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,32,,,25,,,
909,broadway avenue east,432E-630E,S E H 63,632E,3,,,,"1981, 1984, 1984",,,,,,,,
909,broadway avenue east,432E-630E,S E H 63,632E,4,fire hydrant,utility,,"1981, 1984, 1984",,,,,,,,
909,broadway avenue east,432E-630E,S E H 63,632E,5,,,,"1981, 1984, 1984",,,,,,,,
909,broadway avenue east,432E-630E,S E H 63,632E,6,,,,"1981, 1984, 1984",,,,,,,,
909,broadway avenue east,432E-630E,S E H 63,630E,1,Am. Elm,Ulmus americana,,"1981, 1984, 1984",,30,,,25,,,
909,broadway avenue east,432E-630E,S E H 63,630E,2,,,,"1981, 1984, 1984",,,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,619,2,,,,"1981, 1987, 1987",,,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,617,1,,,,"1981, 1987, 1987",,,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,617,2,,,,"1981, 1987, 1987",,,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,615,1,Am. Elm,Ulmus americana,,"1981, 1987, 1987",,32,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,615,2,Am. Elm,Ulmus americana,,"1981, 1987, 1987",,,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,613,1,Am. Elm,Ulmus americana,,"1981, 1987, 1987",,35,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,613,2,Am. Elm,Ulmus americana,,"1981, 1987, 1987",,35,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,611,1,Am. Elm,Ulmus americana,,"1981, 1987, 1987",,38,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,611,2,,,,"1981, 1987, 1987",,,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,609,1,Am. Elm,Ulmus americana,,"1981, 1987, 1987",,40,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,609,2,Am. Elm,Ulmus americana,,"1981, 1987, 1987",,36,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,607,1,,,,"1981, 1987, 1987",,,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,607,2,,,,"1981, 1987, 1987",,,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,605,1,,,,"1981, 1987, 1987",,,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,605,2,Am. Elm,Ulmus americana,,"1981, 1987, 1987",,36,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,603,1,,,,"1981, 1987, 1987",,,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,603,2,,,,"1981, 1987, 1987",,,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,601,1,Am. Elm,Ulmus americana,,"1981, 1987, 1987",,28,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,601,2,Am. Elm,Ulmus americana,,"1981, 1987, 1987",,30,,,,,,
910,broadway avenue east,619E-601E,SE 14 63,601,3,Am. Elm,Ulmus americana,,"1981, 1987, 1987",,35,,,,,,
911,broadway avenue east,628E-600E,ASH 63,628E,1,,,,"1981, 1987",,,,,,,,
911,broadway avenue east,628E-600E,ASH 63,628E,2,Am. Elm,Ulmus americana,✓,"1981, 1987",,30,,,,25,,
911,broadway avenue east,628E-600E,ASH 63,626E,1,,,,"1981, 1987",,,,,,,,
911,broadway avenue east,628E-600E,ASH 63,626E,2,Am. Elm,Ulmus americana,✓,"1981, 1987",,15,,,,12,,
911,broadway avenue east,628E-600E,ASH 63,624E,1,,,,"1981, 1987",,,,,,,,
911,broadway avenue east,628E-600E,ASH 63,624E,2,Am. Elm,Ulmus americana,✓,"1981, 1987",,25,,,,20,,
911,broadway avenue east,628E-600E,ASH 63,622E,1,Am. Elm,Ulmus americana,✓,"1981, 1987",,28,,,,25,,
911,broadway avenue east,628E-600E,ASH 63,622E,2,Am. Elm,Ulmus americana,✓,"1981, 1987",,25,,,,20,,
911,broadway avenue east,628E-600E,ASH 63,620E,1,Am. Elm,Ulmus americana,✓,"1981, 1987",,25,,,,23,,
911,broadway avenue east,628E-600E,ASH 63,620E,2,,,,"1981, 1987",,,,,,,,
911,broadway avenue east,628E-600E,ASH 63,618E,1,,,,"1981, 1987",,,,,,,,
911,broadway avenue east,628E-600E,ASH 63,618E,2,Am. Elm,Ulmus americana,✓,"1981, 1987",,30,,,,26,,
911,broadway avenue east,628E-600E,ASH 63,616E,1,Am. Elm,Ulmus americana,✓,"1981, 1987",,28,,,,25,,
911,broadway avenue east,628E-600E,ASH 63,616E,2,,,,"1981, 1987",,,,,,,,
911,broadway avenue east,628E-600E,ASH 63,614E,1,Am. Elm,Ulmus americana,✓,"1981, 1987",,15,,,,20,,
911,broadway avenue east,628E-600E,ASH 63,614E,2,Am. Elm,Ulmus americana,✓,"1981, 1987",,35,,,,30,,
911,broadway avenue east,628E-600E,ASH 63,612E,1,Am. Elm,Ulmus americana,✓,"1981, 1987",,32,,,,26,,
911,broadway avenue east,628E-600E,ASH 63,612E,2,Am. Elm,Ulmus americana,✓,"1981, 1987",,35,,,,28,,
911,broadway avenue east,628E-600E,ASH 63,610E,1,Am. Elm,Ulmus americana,✓,"1981, 1987",,30,,,,25,,
911,broadway avenue east,628E-600E,ASH 63,610E,2,,,,"1981, 1987",,,,,,,,
911,broadway avenue east,628E-600E,ASH 63,608E,1,Am. Elm,Ulmus americana,✓,"1981, 1987",,30,,,,26,,
911,broadway avenue east,628E-600E,ASH 63,608E,2,,,,"1981, 1987",,,,,,,,
911,broadway avenue east,628E-600E,ASH 63,606E,1,Am. Elm,Ulmus americana,✓,"1981, 1987",,28,,,,25,,
