Page,Street,Block,Sector,Street Number,Tree No.,Species,Year Planted,Height (1961),Height (1967),Height (1971),Height (1972),Height (1977),Diameter (1961),Diameter (1967),Diameter (1971),Diameter (1972),Diameter (1977)
11,1st Avenue North,6330-6510,NW-8 20,6402,1,Tilia cordata,Jun-82,,,,,,,,,,
11,1st Avenue North,6330-6510,NW-8 20,6402,2,Fraxinus pennsylvanica 'Patmore',Spring 89,,,,,,,,,,
11,1st Avenue North,6330-6510,NW-8 20,6406,1,,,,,,,,,,,,
11,1st Avenue North,6330-6510,NW-8 20,6406,2,Fraxinus pennsylvanica,,,,,,,,,,,
11,1st Avenue North,6330-6510,NW-8 20,6410,1,Fraxinus pennsylvanica,,,,,,,,,,,
11,1st Avenue North,6330-6510,NW-8 20,6410,2,Fraxinus pennsylvanica,,,,,,,,,,,
11,1st Avenue North,6330-6510,NW-8 20,6414,1,Fraxinus pennsylvanica,,,,,,,,,,,
11,1st Avenue North,6330-6510,NW-8 20,6414,2,Fraxinus pennsylvanica,,,,,,,,,,,
11,1st Avenue North,6330-6510,NW-8 20,6418,1,Fraxinus pennsylvanica,,,,,,,,,,,
11,1st Avenue North,6330-6510,NW-8 20,6418,2,,,,,,,,,,,,
11,1st Avenue North,6330-6510,NW-8 20,6422,1,Fraxinus pennsylvanica,,,,,,,,,,,
11,1st Avenue North,6330-6510,NW-8 20,6422,2,Fraxinus pennsylvanica,Oct 18/90,,,,,,,,,,
11,1st Avenue North,6330-6510,NW-8 20,6426,1,,,,,,,,,,,,
11,1st Avenue North,6330-6510,NW-8 20,6426,2,,,,,,,,,,,,
11,1st Avenue North,6330-6510,NW-8 20,6510,1,Fraxinus pennsylvanica,,,,,,,,,,,
11,1st Avenue North,6330-6510,NW-8 20,6510,2,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6407,1,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6407,2,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6411,1,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6411,2,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6415,1,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6415,2,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6415,3,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6415,4,Populus deltoides,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6419,1,,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6419,2,,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6423,1,Weigela florida,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6423,2,Weigela florida,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6503,1,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6503,2,Fraxinus,868,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6507,1,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6507,2,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6511,1,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6511,2,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6515,1,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6515,2,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6519,1,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6519,2,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6523,1,,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6523,2,,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6531,1,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6531,2,Fraxinus pennsylvanica,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6535,1,,,,,,,,,,,,
12,1ST AVENUE NORTH,6407-6535,20 NW 8,6535,2,,,,,,,,,,,,
15,1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5010N,1,Ulmus americana,Dead,,,,,,,,,,
15,1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5010N,2,,,,,,,,,,,,
15,1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5010N,3,,,,,,,,,,,,
15,1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5010N,4,Populus alba 'Bolleana',,,,,,,,,,,
15,1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5915,1,Fraxinus pennsylvanica,,,,,,,,,,,
15,1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5915,2,Fraxinus pennsylvanica,,,,,,,,,,,
15,1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5915,3,Populus deltoides,,,,,,,,,,,
15,1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5915,4,Picea glauca,,,,,,,,,,,
15,1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5939,1,Picea pungens,Colorado spruce,,,,,,,,,,
15,1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5939,2,,,,,,,,,,,,
15,1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5939,3,Fraxinus pennsylvanica,Colorado spruce,,,,,,,,,,
15,1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5939,4,,green ash,,,,,,,,,,
15,1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5987,1,Fraxinus pennsylvanica,,,,,,,,,,,
15,1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5987,2,,,,,,,,,,,,
16,1st Avenue,5000 - 5300,12,5000,1,Picea glauca,,,,,,,,,,,
16,1st Avenue,5000 - 5300,12,5000,2,Fraxinus pennsylvanica,,,,,,,,,,,
16,1st Avenue,5000 - 5300,12,5000,3,Fraxinus pennsylvanica,,,,,,,,,,,
16,1st Avenue,5000 - 5300,12,5004,1,Pinus mugo,,,,,,,,,,,
16,1st Avenue,5000 - 5300,12,5004,2,Fraxinus pennsylvanica,,,,,,,,,,,
16,1st Avenue,5000 - 5300,12,5008,1,Fraxinus pennsylvanica,,,,,,,,,,,
16,1st Avenue,5000 - 5300,12,5008,2,Fraxinus pennsylvanica,,,,,,,,,,,
16,1st Avenue,5000 - 5300,12,5012,1,Fraxinus pennsylvanica,,,,,,,,,,,
16,1st Avenue,5000 - 5300,12,5012,2,,,,,,,,,,,,
16,1st Avenue,5000 - 5300,12,5016,1,Fraxinus pennsylvanica,,,,,,,,,,,
16,1st Avenue,5000 - 5300,12,5016,2,Fraxinus pennsylvanica,,,,,,,,,,,
16,1st Avenue,5000 - 5300,12,5020,1,Fraxinus pennsylvanica,,,,,,,,,,,
16,1st Avenue,5000 - 5300,12,5024,1,Fraxinus pennsylvanica,,,,,,,,,,,
16,1st Avenue,5000 - 5300,12,5024,2,,,,,,,,,,,,
16,1st Avenue,5000 - 5300,12,5300,1,Fraxinus pennsylvanica,,,,,,,,,,,
16,1st Avenue,5000 - 5300,12,5300,2,Fraxinus pennsylvanica,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5201,1,Ulmus americana,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5201,2,Ulmus americana,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5201,3,,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5201,4,,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5201,5,Picea glauca,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5301,1,Fraxinus pennsylvanica,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5301,2,Fraxinus pennsylvanica,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5305,1,Picea pungens,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5305,2,Thuja occidentalis,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5309,1,Fraxinus pennsylvanica,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5309,2,Fraxinus pennsylvanica,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5313,1,Fraxinus pennsylvanica,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5313,2,Fraxinus pennsylvanica,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5317,1,Fraxinus pennsylvanica,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5317,2,,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5321,1,Fraxinus pennsylvanica,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5321,2,Ulmus laciniata,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5325,1,Fraxinus pennsylvanica,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5325,2,,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5329,1,Fraxinus pennsylvanica,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5329,2,Fraxinus pennsylvanica,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5333,1,Fraxinus pennsylvanica,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5333,2,Fraxinus pennsylvanica,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5333,3,Ulmus americana,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5333,4,,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5333,5,,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5333,6,Ulmus americana,,,,,,,,,,,
17,1ST AVENUE,5201-5333,12 NW 8,5333,7,Ulmus americana,,,,,,,,,,,
18,1st Avenue,300 - 925,39,300,1,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,300,2,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,300,3,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,300,4,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,300,5,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,300,6,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,300,7,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,300,8,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,300,9,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,300,10,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,300,11,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,300,12,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,300,13,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,300,14,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,300,15,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,300,16,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,848,1,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,848,2,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,848,3,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,925,1,,,,,,,,,,,,
18,1st Avenue,300 - 925,39,925,2,,,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,101E,1,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,EMPTY,2,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,LOT.,3,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,LOT.,4,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,LOT.,5,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,LOT.,6,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,LOT.,7,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,LOT.,8,,,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,LOT.,9,,,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,LOT.,10,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,LOT.,11,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,LOT.,12,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,LOT.,13,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,LOT.,14,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,REDHEAD EQUIPMENT,1,,,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,205E,2,,,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,205E,3,,,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,205E,4,,,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,205E,5,,,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,205E,6,,,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,205E,7,,,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,RUSSELL STEEL 445,1,Betula papyrifera,,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,RUSSELL STEEL 445,2,Populus x jackii 'Northwest',,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,RUSSELL STEEL 445,3,Populus x jackii 'Northwest',,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,RUSSELL STEEL 445,4,Betula papyrifera,,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,RUSSELL STEEL 445,5,Populus x jackii 'Northwest',,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,RUSSELL STEEL 445,6,Populus x jackii 'Northwest',,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,RUSSELL STEEL 445,7,Betula papyrifera,,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,RUSSELL STEEL 445,8,Populus x jackii 'Northwest',,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,RUSSELL STEEL 445,9,Populus x jackii 'Northwest',,,,,,,,,,,
19,1st Avenue East,101-445,39 7&9,RUSSELL STEEL 445,10,Betula papyrifera,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,Redhead Equipment,1,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,205,2,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,205,3,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,205,4,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,205,5,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,205,6,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,205,7,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,315,1,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,315,2,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,315,3,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,315(a),1,Betula pendula 'Youngii',,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,315(a),2,Betula pendula 'Youngii',,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,315(a),3,Betula pendula 'Youngii',,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,315(a),4,Betula pendula 'Youngii',,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,315(a),5,Betula pendula 'Youngii',,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,315(a),6,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,315(a),7,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,315(a),8,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,315(a),9,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,315(a),10,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,315(a),11,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,315(a),12,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,315(a),13,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,475,1,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,475,2,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,529,1,Ulmus americana,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,529,2,Ulmus americana,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,529,3,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,529,4,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,529,5,,,,,,,,,,,,
20,1st Avenue East,Redhead Equipment - 475,39 NE 4,529,6,Ulmus americana,,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,218E,1,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,ACKLANDS,2,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,ACKLANDS,3,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,ACKLANDS,4,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,ACKLANDS,5,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,ACKLANDS,6,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,ACKLANDS,7,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,ACKLANDS,8,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,ACKLANDS,9,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,ACKLANDS,10,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,ACKLANDS,11,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,ACKLANDS,12,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,ACKLANDS,13,Populus x jackii 'Northwest',Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,264,1,Syringa vulgaris,Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,CANADA WIRE,2,Syringa vulgaris,Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,CANADA WIRE,3,Syringa vulgaris,Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,CANADA WIRE,4,Syringa vulgaris,Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,CANADA WIRE,5,Syringa vulgaris,Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,CANADA WIRE,6,Syringa vulgaris,Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,316 1st E,1,Prunus virginiana 'Schubert',May-92,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,2,Prunus virginiana 'Schubert',May-92,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,3,Prunus virginiana 'Schubert',Jun-90,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,4,Prunus virginiana 'Schubert',Spring,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,5,Prunus virginiana 'Schubert',Spring,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,6,Prunus padus,Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,7,Prunus padus,Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,8,Prunus padus,Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,9,Prunus virginiana 'Schubert',May-92,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,10,Prunus virginiana 'Schubert',May-92,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,11,Prunus padus,Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,12,Prunus padus,Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,13,Fraxinus pennsylvanica,May-92,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,14,Prunus padus,Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,15,Fraxinus pennsylvanica,May-92,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,16,Prunus padus,Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,17,Prunus padus,Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,18,Prunus padus,Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,20,Prunus padus,Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,21,Prunus padus,Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,22,Prunus padus,Spring 84,,,,,,,,,,
21,1st Avenue East,218E-316E,39 73-9,McCosham,23,Prunus padus,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,316E.,24,Prunus padus,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,316E.,25,Prunus padus,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,316E.,26,Prunus padus,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,316E.,27,Prunus padus,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,316E.,28,Prunus padus,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,316E.,29,Prunus padus,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,316E.,30,Prunus padus,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,316E.,31,Prunus padus,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,421E McGAVINS,1,Sorbus aucuparia,May-92,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,421E McGAVINS,2,Sorbus aucuparia,May-92,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,421E McGAVINS,3,Sorbus aucuparia,May-92,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,421E McGAVINS,4,Sorbus aucuparia,May-92,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,421E McGAVINS,5,Sorbus aucuparia,May-92,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,421E McGAVINS,6,Sorbus aucuparia,May-92,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,421E McGAVINS,7,Sorbus aucuparia,May-92,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,421E McGAVINS,8,Sorbus aucuparia,May-92,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,421E McGAVINS,9,Acer negundo,May-92,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,421E McGAVINS,10,,,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,421E McGAVINS,11,Prunus padus,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,421E McGAVINS,12,Prunus padus,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,421E McGAVINS,13,Syringa vulgaris,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,421E McGAVINS,14,Prunus padus,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,588E MCTR.,1,Populus x jackii 'Northwest',,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,588E MCTR.,2,Populus x jackii 'Northwest',,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,588E MCTR.,3,Populus x jackii 'Northwest',,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,588E MCTR.,4,,,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,588E MCTR.,5,,,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,588E MCTR.,6,Prunus padus,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,600 Block Empty Lot,1,Syringa vulgaris,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,600 Block Empty Lot,2,Syringa vulgaris,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,600 Block Empty Lot,3,Syringa vulgaris,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,600 Block Empty Lot,4,Syringa vulgaris,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,600 Block Empty Lot,5,Syringa vulgaris,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,600 Block Empty Lot,6,Syringa vulgaris,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,600 Block Empty Lot,7,Syringa vulgaris,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,600 Block Empty Lot,8,Syringa vulgaris,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,600 Block Empty Lot,9,Syringa vulgaris,Spring 84,,,,,,,,,,
22,1st Avenue East,316E-,39 NE-9,600 Block Empty Lot,10,Syringa vulgaris,Spring 84,,,,,,,,,,
23,1st Avenue East,600,39 NE 9,600,11,Syringa vulgaris,Spring 84,,,,,,,,,,
23,1st Avenue East,600,39 NE 9,600,12,Syringa vulgaris,Spring 84,,,,,,,,,,
23,1st Avenue East,600,39 NE 9,600,13,Syringa vulgaris,Spring 84,,,,,,,,,,
23,1st Avenue East,600,39 NE 9,600,14,Syringa vulgaris,Spring 84,,,,,,,,,,
23,1st Avenue East,600,39 NE 9,600,15,Syringa vulgaris,Spring 84,,,,,,,,,,
23,1st Avenue East,600,39 NE 9,600,16,Syringa vulgaris,Spring 84,,,,,,,,,,
23,1st Avenue East,600,39 NE 9,600,17,Syringa vulgaris,Spring 84,,,,,,,,,,
